model_name,prompt_id,category,prompt_text,output_text,latency_seconds,fluency,coherence,correctness,instruction_following,hallucination_control
qwen2.5:3b,dia_02,Dialect Test,اكتب حواراً قصيراً بين شخصين باللهجة الخليجية عن الطقس.,"عندما تحدث الشخص الأول: 
أنا فاتت أتجرب على جو الأيام الليالي الباردة، يا أخي؟

الشخص الثاني:
بالتأكيد، القصة واحدة! طيب كيف وصلتك هذه المعلومات؟ هل كان الجو مبردًا في الصباح أم أن الليل قليل الإشراق؟

الأول:
أنا اروح البهو أعرف بالراديو، بس شعور الناس اللي عندي واضح كفاية. اليوم الجيران كلهم يقولوا الجو بارد ومتوسط.

الشخص الثاني:
هذا يعني الجو ممتاز لمحليات الصيفية أو الخفيفة على الرأس، يا صديقي! يارب تكون طيبة.",21.47,5,5,4,5,4
qwen2.5:3b,dia_03,Dialect Test,ما معنى هذه الكلمات الشامية: هلق، شو، كتير، منيح؟,"هذه الكلمات هي عبارة عن أسلوب لغوي شائع في الأدب الشامي والعربة (الشرق الأوسط). وهي تستخدم بشكل أساسي للتعبير عن المشاعر والأفكار دون استخدام كلمات مباشرة. 

1. **هلق**: يُستخدم ككلمة تعجب أو استغراب.
2. **شو**: يستخدم كتعجب من شيء معين، أو للتذمر والشكوك.
3. **كتير**: كلمة عربية مصغرة تستخدم للتعبير عن كثرة أو جودة شيء ما.
4. **منيح**: تعني ""جميل"" أو ""رائع""، وهو يستخدم لوصف الأشياء الجيدة أو الممتعة.

كلمة ""شو"" خاصة أحياناً تستبدل بالكلمة الإنجليزية ""wow"" في بعض الأوقات، بينما تستخدم الكلمات الأخرى بشكل أكثر وضوحاً.",27.2,5,5,4,5,4
qwen2.5:3b,dia_04,Dialect Test,ترجم للمصرية والسعودية: أريد أن أذهب إلى السوق لشراء بعض الفواكه.,"السعودية: أنا بحاجة لذهاب للسوق لشراء بعض التمور والخضروات.
مصرية: أنا بحاجة لأروح للمarket لكي أشتري بعض الخضراوات والفواكة. 

ملاحظة: تعبير ""الفواكه"" يختلف في الاستخدام بين مصر والسعودية، ففي مصر قد نستخدم ""الخضراوات والفواكة"" للإشارة إلى كل نوع، بينما في السعودية قد يكون استعمال ""الأطعمة الطازجة"" أو ""الأطعمة المجمدة"" أكثر شيوعا.",18.33,5,5,4,5,4
qwen2.5:3b,dia_05,Dialect Test,اشرح الفرق في استخدام كلمة حلو بين اللهجة المصرية واللبنانية مع أمثلة.,"كلمة ""حلو"" يمكن أن تشير إلى العديد من المعاني، وقد تكون مختلفة قليلاً بين اللهجتين المصرية والعربية الشام (اللبنانية واللندنية) في بعض الأحيان، لكنها عادة ما تعني الفكرة الأساسية نفسها.

في اللهجة المصرية:
- يمكن استخدام كلمة ""حلو"" للإشارة إلى أن شيء ما جيد أو رائع. على سبيل المثال، إذا قيلت لشخص أنه رأى صورة جميلة، قد يقول لك ""الصورة حلوة""، والتي تعني أنها جميلة.
- أيضاً يمكن أن تستخدم للتعبير عن الفرحة أو السعادة. مثل: ""يا هلا حلو""، معناها ""هلا فرح"" - مرحبا بفرحتك.

في اللهجة اللبنانية والعربية الشامية:
- كلمة ""حلو"" قد تعني أيضًا الأمور الجيدة أو الرائعة، لكن المعنى قد يكون قليلاً مختلفاً.
- على سبيل المثال، يمكنك استخدامها للتعبير عن شعور بالسعادة أو الراحة. مثل: ""هلا حلو""، معناها ""هلا سعيد"" - مرحبا بفرحتك.
- كما يمكن أن تستخدم لوصف الطعام الجيد: ""الحاجة ماشي حلوة""، معناها ""الطعام غير好吃"" - الطبق لا يزال جيداً، لكن ليس بالقدر الذي كنت تتوقعه.

من المهم ملاحظة أن الفرق بين اللهجة المصرية واللبنانية قد يكون ضئيلًا في هذه الكلمة، وقد تختلف بحسب السياق والثقافة المحلية.",49.24,5,5,4,5,4
llama3.2:3b,msa_01,MSA Writing,اكتب فقرة من خمس جمل عن أهمية القراءة في تطوير الفكر الإنساني، باستخدام اللغة العربية الفصحى.,القراءة هي من الأساسيات التي تساعد على تطوير الفكر الإنساني. تزيد هذه الطريقة من hiểuية الشخص وتحسين مهارات التفكير والتفاعل مع الآخرين. يمكن للقراءة أن تساعد في تعزيز الشفاف المعرفي وزيادة الوعي بالعالم. كما أنها تساهم في تطوير الفكر النقدي وتعزز الكثير من المفاهيم والمذاكرة.,21.16,5,5,4,5,4
llama3.2:3b,msa_02,MSA Writing,اكتب مقدمة مقال عن تأثير التكنولوجيا على التعليم في العالم العربي.,تطور التكنولوجيا بشكل سريع وتأثر بالغًا بتعلمنا، وبالفعل تؤكد هذه الظاهرة تأثيرها الكبير على التعليم في العالم العربي، حيث تمثل التكنولوجيا أساساً لتحسين chất lượng التعليم وزيادة كفاءة التعلم.,11.39,5,3,3,5,4
llama3.2:3b,msa_03,MSA Writing,اكتب رسالة رسمية تطلب فيها إجازة من العمل لمدة أسبوع.,"إليك exemple رسالة رسمية لطلب الإجازة:

\
المرشح: [اسم المرشح]

المنصب: [المنصب]

المؤسسة: [ اسم المؤسسة]

التاريخ: [تاريخ الرسالة]

أستاذ/أمين المؤسسة

[اسم المؤسسة]

[عنوان المؤسسة]

يا أستاذ/أم,

أود أن أسألك عن إجازة لمدة أسبوع، من التاريخ الحالي حتى تاريخ 16 شهر/ 30 يوم/، لتحسين مستويات الصحة والراحة. سوف أشوف فيها وبالتالي سيتم إعطائي permission للغياب من العمل خلال هذه الفترة.

\
أشكرك على دعمك في هذا الشأن وسيصعب علي me أن أكون عندها بدونك.

\
شكرا لكم.

\
[اسم المرشح]",40.14,5,5,4,5,4
llama3.2:3b,msa_04,MSA Writing,اكتب وصفاً أدبياً لمشهد غروب الشمس على شاطئ البحر.,"الغروب الشمسي على الشاطئ البحرية، هكذا أراهها، مع تقديم نوم طويل على الرمال القطنية. يبدو الأشعة الشمسية مُقاومةً لتحول الطقس، كأنها تأتي من afar وترتجف في الجو المريح. تظهر الشجيرات الغامقة والمنسوجة بروح الحياة، مع القمامة الخضراء المزحرفة، وتشبه الألوان الطبيعية التي يُشكِّلها الكرة الأرضية.

يبدو البحر كالأسماك التي تحمل سطواتها على الشاطئ. تتدفق الأمواج ببطء في الساحل، مع تقدم الضوء المُقاوم للازمة لطرف الجبل أو الأشجار القديمة في الشاطئ، حيث يؤمن البشر بالخير الذي يأتي من الكون الطبيعي.",43.91,5,5,4,5,4
llama3.2:3b,msa_05,MSA Writing,اكتب ملخصاً لفكرة مشروع تطبيق إلكتروني لتعليم اللغة العربية للأطفال.,"هذا الملخص عن مشروع تطبيق إلكتروني لتعليم اللغة العربية للأطفال:

**العنوان:** ""علم اللغة العربية للأطفال""

**الهدف:** تقديم تطبيق متعدد واعتمادي لتعليم اللغة العربية للأطفال من خلال برامج تعليمية متقاربة ووفرة محتوى متنوع.

**الميزات:**

1.  **البرامج التعليمية:** تشمل البرامج التعليمية أسلوب تعلم متكامل يركز على الفهم، والاستماع والكتابة والفهم والمهارات اللغوية.
2.  **المحتوى:** يضم التطبيق محتويات متنوعة مثل القصص الصوتية والفيديوهات والمرشحات والتعليقات، مما يجعل التعلم أكثر تفاعلاً وفرحاً.
3.  **النظام التعليمي:** يُقسم النظام التعليمي إلى فصول تقليدية ومتنوعة لتعزيز المهارات اللغوية للأطفال.
4.  **المساعدة الشخصية:** توفر المساعدة الشخصية للعثور على الحوالات المناسبة للاستفادة بشكل أفضل.
5.  **التفاعل مع الأصدقاء والشخصيات الفamous:** يتيح التطبيق للأطفال التواصل مع أصدقائهم والأ personalities المتميزة من خلال القصص الصوتية والمشاريع.

**المنافع:**

1.  **تعزيز مهارات اللغة العربية:** يساعد التطبيق في تعزيز مهارات اللغة العربية للأطفال، مما يؤدي إلى إنجازهم بشكل أفضل.
2.  **تحفيز التواصل:** يعزز التواصل بين الأطفال والمشجعين والشخصيات المتميزة من خلال القصص الصوتية والمشاريع.
3.  **الاطلاع على الثقافة العربية:** يساعد التطبيق في تعريف الأطفال بأهم جوانب الثقافة العربية، مما يعزز فهمهم للثقافة المحلية.
4.  **تطوير المهارات الإبداعية:** يعزز التطبيق تطوير مهارات الإبداع والتفكير العميق للأطفال من خلال المشاركة في المشاريع والمشروعات.

**التنسيق:**

1.  **التنسيق مع المؤسسات التعليمية:** يقوم بالتنسيق مع المؤسسات التعليمية للحصول على التأييد الحكومي والتعاون اللازم.
2.  **المشاركة مع الأصدقاء والمشجعين:** يتيح للمشجعين وتوفر القصص الصوتية والمشاريع لمشجعي اللغة العربية.
3.  **التواصل مع الأطفال:** يعزز التواصل والتعليقات من قبل المشجعين.

**الميزة المتميزة:**

1.  **التطبيق الذكي:** يُستخدم التطبيق ذو التكنولوجيا الحديثة والتفاعل السريع، مما يجعل التعلم أكثر تفاعلاً.
2.  **الاستجابة للتحديات:** يعتمد التطبيق على الاستجابة للتحديات من قبل الأطفال لتعزيز مهاراتهم اللغوية.

**الموسوعة:**

1.  **الموسوعة الشخصية:** تعين للمشجعين التفاعل مع أصدقائهم وأشخاص من المهمة والمفخرين.
2.  **الموسوعة الثقافية:** تعزز المعرفة الثقافية للطفل.

**التطوير المستقبلي:**

1.  **مشاركة المشجعي:** يعزز التطبيق على مشاركة المشجعي في تطوير محتوى تطبيقهم من خلال الاستماع والتعليقات.
2.  **الاستمرار في النمو:** يُستمر في النمو والتطور لتحقيق أهداف تعليمية جديدة.

**الحاجة:**

1.  **تعزيز اللغة العربية:** توجد حاجة حادة إلى تعزيز اللغة العربية على مستوى العالم.
2.  **الاطلاع على الثقافة العربية:** يلعب التطبيق دورًا في تعريف الأطفال بأهم جوانب الثقافة العربية.

**التنفيذ:**

1.  **النصائح والاستشارات:** تُستخدم النصائح والاستشارات من قبل المؤسسات التعليمية للحصول على التأييد الحكومي.
2.  **التطوير المستقبلي:** يُعتمد على الاستماع والمشاركة مع المشجعي لتحقيق أهداف تعليمية جديدة.",205.16,5,5,4,5,3
llama3.2:3b,msa_06,MSA Writing,اكتب خطاباً تحفيزياً قصيراً لطلاب الجامعة عن أهمية المثابرة.,"الخطاب:

أحترمكم جميعًا وأشكركم على الاستمرار في العمل الصعب من أجل تحقيق أهدافكم. هذا الحافز للتواصل مع بعضكم.

المثابرة هي سمة مهمة في الحياة، حيث يمكن أن تساعد في تحقيق الأهداف والتحققات التي تريدونها. عندما نركز على تحقيق nuestrosobjectives، نتعلم مهارات جديدة ونتطور كأفراد.",15.53,5,5,4,5,4
llama3.2:3b,sum_01,Summarization,لخّص النص التالي في ثلاث جمل: الذكاء الاصطناعي هو فرع من علوم الحاسوب يهدف إلى إنشاء أنظمة قادرة على أداء مهام تتطلب عادةً ذكاءً بشرياً. تشمل هذه المهام التعلم والتفكير وحل المشكلات والتعرف على الأنماط وفهم اللغة الطبيعية. يُستخدم الذكاء الاصطناعي في مجالات متعددة مثل الطب والتعليم والصناعة والنقل. أحدث تقنيات التعلم العميق ثورة في هذا المجال.,"هذا خصص النص المذكور:

1- الذكاء الاصطناعي هو فرع من علوم الحاسوب يهدف إلى إنشاء أنظمة قادرة على أداء مهام تتطلب عادةً ذكاء بشري.
2- تشمل هذه المهام التعلم والتفكير وحل المشكلات والتعرف على الأنماط وفهم اللغة الطبيعية.
3- يُستخدم الذكاء الاصطناعي في مجالات متعددة مثل الطب والتعليم والصناعة والنقل.",21.28,5,5,4,5,4
llama3.2:3b,sum_02,Summarization,لخّص الفقرة التالية: تُعدّ مدينة القاهرة من أكبر المدن في أفريقيا والشرق الأوسط. تأسست منذ أكثر من ألف عام وتضم معالم تاريخية بارزة مثل الأهرامات وقلعة صلاح الدين. يبلغ عدد سكانها أكثر من عشرين مليون نسمة.,هي مدينة قادرة على تقدير herself، تتميز بثقافة وประวัตية فريدة.,6.67,4,3,2,5,3
llama3.2:3b,sum_03,Summarization,لخّص في جملتين: التغير المناخي يمثل تهديداً حقيقياً للبشرية. ترتفع درجات الحرارة عالمياً بسبب انبعاثات الغازات الدفيئة. تتسبب هذه الظاهرة في ذوبان الجليد القطبي وارتفاع مستوى سطح البحر.,التغير المناخي يعتبر تهديداً حقيقياً للبشرية، حيث يتسبب انبعاثات الغازات الدفيئة في ترتفع درجات الحرارة العالمية وتؤثر على ذوبان الجليد القطبي وارتفاع مستوى سطح البحر.,11.32,5,3,3,5,4
llama3.2:3b,sum_04,Summarization,اختصر هذا النص إلى نقطتين رئيسيتين: شهد العالم العربي حركة ترجمة واسعة في العصر العباسي. أسهم هذا في نهضة علمية شاملة. برز علماء عرب كابن سينا والخوارزمي وابن الهيثم.,"هنا هو الاختصار:

- شهد العالم العربي حركة ترجمة واسعة في العصر العباسي.
- ساهم هذا في نهضة علمية شاملة، مع برز علماء عرب كابن سينا والخوارزمي وابن الهيثم.",11.16,5,4,3,5,4
llama3.2:3b,sum_05,Summarization,لخّص هذه القصة: كان هناك صياد فقير يعيش على شاطئ البحر. في أحد الأيام وجد صندوقاً قديماً فيه خريطة لكنز. ذهب للجزيرة لكن اكتشف أن الكنز الحقيقي كان الشجاعة التي اكتسبها.,قصة عن صياد فقير يعيش على شاطئ البحر، وجد صندوقًا قديمًا يحتوي على خريطة ل جزيرة. عندما ذهب للجزيرة، اكتشف أن الكنز الحقيقي wasn't treasure but rather the courage he gained from his experiences.,11.7,5,4,4,5,4
llama3.2:3b,sum_06,Summarization,لخّص في جملة واحدة: رؤية 2030 السعودية تهدف إلى تنويع مصادر الدخل وتقليل الاعتماد على النفط وتطوير قطاعات السياحة والتكنولوجيا.,تهدف رؤية 2030 السعودية لتطوير التنمية الاقتصادية من خلال تنويع مصادر الدخل وزيادة الاستثمارات في القطاعات الصحية والتعليم والابتكار.,8.25,5,3,3,5,4
llama3.2:3b,rc_01,Reading Comprehension,اقرأ النص وأجب: اخترع توماس أديسون المصباح الكهربائي عام 1879 بعد آلاف التجارب. قال أديسون: لم أفشل بل وجدت عشرة آلاف طريقة لا تعمل. السؤال: كم تجربة فاشلة أجراها أديسون تقريباً؟,الجواب هو: عشرة آلاف تجربة,4.77,3,2,2,5,3
llama3.2:3b,rc_02,Reading Comprehension,اقرأ وأجب: اللغة العربية يتحدثها أكثر من 400 مليون شخص وهي رسمية في 22 دولة. يُحتفل بيومها العالمي في 18 ديسمبر. السؤال: متى يُحتفل باليوم العالمي للغة العربية؟,"الإجابة الصحيحة هي: في 18 ديسمبر.

الغرض من أسئلة الجواب هو تعزيز مهارات القراءة والكتابة وتعزيز الوعي ببعض المعلومات الصحية والاجتماعية.",9.13,5,4,3,5,4
llama3.2:3b,rc_03,Reading Comprehension,اقرأ وأجب: الماء يغطي 71% من سطح الأرض. لا تتجاوز نسبة المياه العذبة 2.5% من إجمالي المياه. السؤال: ما نسبة المياه العذبة؟,الإجابة الصحيحة هي 2.5%.,3.99,3,2,2,5,3
llama3.2:3b,rc_04,Reading Comprehension,صح أو خطأ: أُطلق مسبار فويجر 1 عام 1977 وخرج من المجموعة الشمسية عام 2012. العبارة: خرج فويجر 1 من المجموعة الشمسية عام 1977.,"الجواب الصحيح هو 错ة.

عندما يقول ""أُطلق مسبار فويجر 1""، تعني الكلمة ""أُطلق"" أن الفضاء (فويجر 1) تم إطلاق him إلى الفضاء (فويجر 1). 

لكن عندما تقول ""خرج من المجموعة الشمسية عام 2012""، تعني الكلمة ""خرج"" أن الفضاء (فويجر 1) خرج من المجموعة الشمسية. 

هذا النقطة السابقة تكون على سبيل الذكاء.

كما أن الأسماء السابقة (فويجر 1) هي مصطلح مصنف لفضاءات الفضاء التي تم إطلاقها، وهم أسماء مصنفة من قبل الاتحاد الروسي للفضاء.",27.32,5,5,4,5,4
llama3.2:3b,rc_05,Reading Comprehension,استخرج الفكرة الرئيسية: يواجه التعليم عن بُعد تحديات في الدول النامية منها ضعف الإنترنت وعدم توفر الأجهزة، لكنه يوفر فرصاً للوصول إلى مصادر تعليمية عالمية.,الفكرة الرئيسية هي أن التعليم عن بعد يعاني من تحديات في الدول النامية، ولكنها توفير فرصًا للوصول إلى مصادر تعليمية عالمية.,7.82,5,3,3,5,4
llama3.2:3b,lr_01,Logical Reasoning,إذا كان كل الأطباء درسوا في الجامعة، وأحمد طبيب، فهل درس أحمد في الجامعة؟ اشرح.,"الجواب هو لا.

إذا كان كل الأطباء درسوا في الجامعة، والجامعة هي مكان يدرس فيه الطلاب لدراستهما، وموضوع دراسهما هو الطب، ويُعتبر طبًا من المواضيع التي يدرسها الطلاب.",10.82,5,4,3,5,4
llama3.2:3b,lr_02,Logical Reasoning,سارة أسرع من ليلى، وليلى أسرع من نور. رتّب المتسابقات من الأسرع إلى الأبطأ.,"لقد قمت بتطوير الجملة لتكون أكثر وضوحًا:

سارة > ليلى > نور

هذا يظهر الت Ordering من الأسرع إلى الأبطأ.",7.36,5,3,3,5,4
llama3.2:3b,lr_03,Logical Reasoning,لدي 3 صناديق بملصقات خاطئة: تفاح، برتقال، خليط. سحبت تفاحة من صندوق الخليط. ما المحتوى الحقيقي لكل صندوق؟,يجب أن يكون صندوق الخليط هو الذي يحتوي على التفاحة، والصندوق البرتقال هو الذي يحتوي على التفاح، وبالتالي الصندوق الذي يحتوي على خليط هو البرتقال.,9.26,5,3,3,5,4
llama3.2:3b,lr_04,Logical Reasoning,أكمل النمط: 2، 6، 12، 20، ؟ واشرح القاعدة.,"النمط هو: each number is obtained by adding 4 to the previous number.

2 + 4 = 6
6 + 6 = 12
12 + 8 = 20
20 + 10 = 30

أما القاعدة هي أن كل عدد يُحسب من خلال إضافة 4 إلى العدد السابق.",10.92,4,4,3,4,4
llama3.2:3b,lr_05,Logical Reasoning,عمر أحمد ضعف عمر محمد. بعد 5 سنوات سيكون عمر أحمد 25 سنة. كم عمر محمد الآن؟,"حسناً让我们 हल هذا الشكل.

الجملة التي كنا ندرSJ عنها هي: عمر أحمد ضع عمر محمد بعد 5 سنوات سيكون عمر أحمد 25 سنة.

لقد صرحت لنا المقالة أن عمر أحمد 25 سنة بعد 5 سنوات، وعند ذلك السن، عمره أقل من عمر محمد.

كما يقول المقالة، ""عمر أحمد ضع عمر محمد"".

سوف نسمح للمجال المضاف إلى 'أ' أن يصبح 'م' ، لذلك ""عمر أحمد"" سيكون ""عمر محمد"" بعد 5 سنوات.

لقد أعلن المقالة أن عمر أحمد 25 سنة في 5 سنين، وعند ذلك السن، عمره أقل من عمر محمد.

لذا سوف يكون عمر Mohammad 30 سنة في 5سنين، وعند ذلك السنة، عمره أكبر من عمر Ahmad.

وأخيراً ، ""عمر أحمد ضع عمر محمد"" بعد 5 سنوات Sيكون عمر أحمد 25 سنة.

الجملة التي كنا ندرس عنها هي: عمر أحمد ضع عمر محمد بعد 5 سنوات سيكون عمر أحمد 25 سنة.

لقد صرحت لنا المقالة أن عمر Ahmad 25 سنة بعد 5 سنين، وعند ذلك السن، عمره أقل من عمر Mohammad.

لقد سمح للمجال المضاف إلى 'أ' أن يصبح 'م' ، لذلك ""عمر أحمد"" سيكون ""عمرمحمد"" بعد 5سنين.

لقد أعلن المقالة أن عمر Ahmad 25 سنة في 5 سنين، وعند ذلك السنة، عمره أكبر من عمر Mohammad.

وأخيراً ، ""عمر أحمد ضع عمر محمد"" بعد 5 سنوات Sيكون عمر أحمد 25 سنة.

الجواب هو: عمر Mohammad 30 سنة.",57.62,5,5,4,5,4
llama3.2:3b,lr_06,Logical Reasoning,إذا كانت كل القطط حيوانات وبعض الحيوانات أليفة، فهل كل القطط أليفة؟ اشرح منطقياً.,"لا، не جميع الكلاب هي أليفة.

الجملة ""إذا كانت كل القطط حيوانات وبعض الحيوانات أليفة"" تُستخدم في هذا السياقเพื่تشديد الفنيد الذي يتعلق بالقطط والكلاب. إنها تعبير يُعتبر أكثر غموضًا من ذلك، حيث يُستخدم كتعبير لوصف الواقع.

وإذا قيل ""هذه الكلاب هي أليفة""، فإن هذا سيหมาย إلى أن كل هذه الكلاب هي الأليفة.

أما إذا قيل ""كل القطط حيوانات وبعض الحيوانات أليفة""، فإن هذا سيُعتبر نادرًا، because there is no inherent connection between being a cat and being a dog. However, if we consider the broader context of the sentence, it's clear that the speaker intends to convey that some animals are domesticated and others are not.

In summary, just because some cats are domesticated (i.e., they're pets) doesn't mean all cats are domesticated. Similarly, just because some dogs are domesticated (i.e., they're pets) doesn't mean all dogs are domesticated.

So, to answer your question: no, not all cats are dogs, and not all dogs are cats!",39.93,4,5,3,4,4
llama3.2:3b,dia_01,Dialect Test,ترجم من المصرية للفصحى: إيه اللي خلاك تروح من غير ما تقولي؟,"الترجمة الصحيحة للفصحى هي:

ماذاذا لو لم تحمل كل الجواب؟",4.6,4,3,2,5,3
llama3.2:3b,dia_02,Dialect Test,اكتب حواراً قصيراً بين شخصين باللهجة الخليجية عن الطقس.,"شخص 1: أهلاً بيك!

شخص 2: أهلاً بيكِ، كيف حالكِ؟

شخص 1: حالي جيدًا شايب.

شخص 2: وبالتالي حالك?

شخص 1: عيب إجابة، طقس اليوم ساخن جدًا، ممكن تروحوا في الحديقة، هتأكلوا الطعام، ألا تروحوا لمنزلي، لا أستطيع أن آكلش.

شخص 2: لا أستطيع أن آكلش كمان، وأنا راحة شايب، ممكن ننظر للجبال؟

شخص 1: بالتالي ممكن نرغب في الجبال، هحبيب جدًا النجوم، ممكن نروح لمنزلي، هأكلش الطعام، ألا تروحوا لمنزلي، لا أستطيع أن آكلش.

شخص 2: ماعرفشش، أنا راحة شايب، ممكن ننظر للجبال؟

شخص 1: بالتالي ممكن نرغب في الجبال، هحبيب جدًا النجوم، ممكن نروح لمنزلي، هأكلش الطعام، ألا تروحوا لمنزلي، لا أستطيع أن آكلش.

شخص 2: ماعرفشش، أنا راحة شايب، ممكن ننظر للجبال؟

شخص 1: بالتالي ممكن نرغب في الجبال، هحبيب جدًا النجوم، ممكن نروح لمنزلي، هأكلش الطعام، ألا تروحوا لمنزلي، لا أستطيع أن آكلش.",51.54,5,5,4,5,4
llama3.2:3b,dia_03,Dialect Test,ما معنى هذه الكلمات الشامية: هلق، شو، كتير، منيح؟,"هذه الكلمات الشامية تعني:

- هلق: يعني ""أنا آخد"" أو ""أنا لآكد""
-โช: يعني ""أنا آخد"" أو ""أنا لآكد""
- كتير: يعني ""باقي"" أو ""المتبقي""
- منيح: يعني ""نعم""",9.69,5,3,3,5,4
llama3.2:3b,dia_04,Dialect Test,ترجم للمصرية والسعودية: أريد أن أذهب إلى السوق لشراء بعض الفواكه.,"""أنا أريد الذهاب إلى السوق لشراء بعض الفواكه.""",2.96,3,3,2,5,3
llama3.2:3b,dia_05,Dialect Test,اشرح الفرق في استخدام كلمة حلو بين اللهجة المصرية واللبنانية مع أمثلة.,"حسناً، here's an explanation of the differences in using the word ""halo"" between Egyptian and Lebanese Arabic dialects:

1. ** usage in Egyptian Arabic:**
In Egyptian Arabic, the word ""halo"" is used to describe something that is pleasant or enjoyable. For example:
- ""الجو هالو"" (al-jaw halo), meaning ""the weather is nice"".
- ""الحلوة هالو"" (al-halwah halo), meaning ""I'm feeling great"".

2. **usage in Lebanese Arabic:**
In Lebanese Arabic, the word ""halo"" has a slightly different connotation. It can be used to express surprise or excitement, but it's also often used as an intensifier similar to ""very"" or ""really"". For example:
- ""الجو هالو"" (al-jaw halo), meaning ""the weather is really nice"".
- ""الحلوة هالو"" (al-halwah halo), meaning ""I'm feeling very great"".

In Lebanese Arabic, the word ""halo"" can also be used to express admiration or approval, whereas in Egyptian Arabic, it's more commonly used to describe pleasant feelings.

It's worth noting that both dialects share a similar usage of the word ""halo"", but with slight differences in connotation and context.",30.38,1,5,3,2,4
gemma2:2b,msa_01,MSA Writing,اكتب فقرة من خمس جمل عن أهمية القراءة في تطوير الفكر الإنساني، باستخدام اللغة العربية الفصحى.,"إن قراءة الكتب وتوسيع دائرة المعرفة أمرٌ هامٌ في تطوير الفكر الإنساني. فهي تساعدنا على فهم ثقافات مختلفة، و تجرب مختلف وجهات نظر حول المواضيع المهمة.  تُكشف لنا القراءة أسرار العالم، وتفتح أبواباً جديدة للعمق والدراسة.  وكلما زادت دقة التفكير والإدراك، كلما أصبحت قراءة الكتب ضروريةً و مهنيةً في تكوين شخصٍ متقدّم. 
",14.36,5,5,4,5,4
gemma2:2b,msa_02,MSA Writing,اكتب مقدمة مقال عن تأثير التكنولوجيا على التعليم في العالم العربي.,"## تأثير التكنولوجيا على التعليم في العالم العربي:  علاقة متجدّدة بين التحديات والفرص

يُعدّ التعليم في العالم العربي، من خلال إرثٍ غني وذات تاريخ طويل،  مركزًا هامًا للنمو والمجتمع. ومع ذلك، تواجه المنطقة تحديات كبيرة تتعلق بمسائل كالتعليم الفردي و التكلفة و الجوانب التقنية. في هذا السياق، تُصبح التكنولوجيا موضوعًا رئيسيًا لاختراق هذه الأزمات وتسهم في تغيير مجالات التعليم.  

تُعدّ التكنولوجيا من أكثر أحدث التحديات التي تواجه التعليم في العالم العربي.  إلى جانب تقديم إمكانيات جديدة للتعلم، تُواجه المنطقة تحديات مثل:  **الاختلاف في تطورها التقني، وتفاوتات في الوصول إلى  التقنيات، و  غياب تدريبي مناسب للتطبيقات التقنية.** 

هذا المقال سيسعى ل探究 تأثير التكنولوجيا على التعليم في العالم العربي.  سيتمّ  إبراز الإمكانيات التي تُقدمها التكنولوجيا للتعليم،  من خلال تحليل الدلائل و الإرشادات  و الموارد المتاحة.   بالإضافة إلى ذلك، سيتناول المقال تحديات التكنولوجيا مثل **الاستخدام غير الأمثل للتكنولوجيا في التعليم، والمشاركة القليلة من الطلاب والأساتذة، و الغياب عن توفير بيئة تعليمية متطورة.** 

  خلال هذا المقال، سيتمّ التركيز على كيف تُساهم التكنولوجيا في تحسين جوانب التعليم في العالم العربي.   
",33.08,5,5,4,5,4
gemma2:2b,msa_03,MSA Writing,اكتب رسالة رسمية تطلب فيها إجازة من العمل لمدة أسبوع.,"## طلب إجازة

**إلى:** [اسم المدير] 
**من:** [اسمك]
**تاريخ:** [التاريخ]

أُرسل إليكم هذا الطلب المُرفق لتقديم إجازة في الفترة من [البدء] إلى [النهاية] . أرجو أن تكونوا قادرين على تأمين إجازات أخرى في هذه الفترة.  

مع خالص التقدير،
[اسمك]


**ملاحظات:**

* يفضل كتابة الرسالة باللغة العربية أو اللغتين.
* يجب عليك تضمين معلومات مثل اسم المدير، تاريخ الطلب، بداية واختتام الإجازة. 
* يمكنك إضافة سبب معين لإجازتك، إذا كان ذلك مطلوباً من قبل العمل.
* تأكد من إرسال رسالة رسمية عبر بريد إلكتروني أو من خلال مكاتب العمل.



",17.92,5,5,4,5,4
gemma2:2b,msa_04,MSA Writing,اكتب وصفاً أدبياً لمشهد غروب الشمس على شاطئ البحر.,"##  Sunset on the Sea: A Literary Description 

The sun, a molten disc of fire melting into the sea's vast canvas, paints the horizon in hues of fiery orange and crimson. It bleeds away, dripping down like liquid gold onto the calm water, leaving behind streaks of fading violet and sapphire. As it dips below the waves, the world holds its breath, bathed in an ethereal silence. 

Seagulls, their white wings catching the last rays of light, fly in graceful arcs, shadows dancing on their backs.  The air grows cool, carrying with it a scent of salt and the whispering promise of night. A gentle breeze rustles through the palm trees, their fronds swaying like hands reaching for the fading sun. 

On the sandy shore, footprints disappear into the receding light. Time slows down as the world prepares to surrender to darkness, leaving only the vibrant memory of the dying sun.  A lone boat bobs gently on the water's edge, its silhouette a fleeting glimpse against the deepening blue, while stars begin to prickle the velvet sky like scattered diamonds.

This is where beauty and melancholy intertwine, leaving behind an ache for warmth and the yearning for tomorrow's sunrise. 
",22.95,1,5,3,2,4
